DEÜ der
D~UKʃ/GE/SHM~OKn durchgezogen
DJRANS/AD/LAN/DJʃn transatlantischen
AP/SLUS/BDRÄI/NI+N Abschlusstraining
AKʃD/SAM/GDEID Achtsamkeit
~ID Earth
E/HE/LEU/DJE Eheleute
HAMS/DJEÜ/GDÄUFn Hamsterkäufen
LÄOʃ/SHM~UK Löschzug
NAKʃ/NAMn Nachnamen
LO/GDE/RE lockere
MLI/DJÄ/RI/SJEÜ militärischer
IN/FES/DJI/DJONS/BA+N Investitionsbank
GDESs/LEÜ Kessler
BDO/LI/DJIK/WISn/SJAFD/LEÜ Politikwissenschaftler
SLUS/FOL/GRU+N Schlussfolgerung
BFREs Spree
DJRAP Trab
W~I/DEÜ/GU+D/MA/SHJU+N Wiedergutmachung
GDNÜ+PFD knüpft
FNAKʃ/LÄS/SIKn vernachlässigen
BAL/LEÜ/MA+N Ballermann
BDI/SHMAÜ/RO Pizarro
BA/DJN baten
EÜ/FAÜ/RU+NS/GMÄÜ+S erfahrungsgemäß
RE/GEL/REKʃ/DJE regelrechte
BA/RON Baron
BAU/FASs Bauphase
BO+Sn Bozen
HO/DJLI/EÜ Hotelier
NA/DJO/NA/LI/DJÄD Nationalität
SJU/MA+N Schumann
WELD/F~U+S/BAL/LEÜ Weltfußballer
AN/BFRIKʃD anspricht
BJO/LO/GIʃ biologisch
EIN/BDLANn einplanen
FLOSs floss
I/DEO/LO/GI/SJE ideologische
BEÜ/GLÜK/LIKʃ überglücklich
FRE/GDWN+Sn Frequenzen
BDJNN/JAK/LAIN Jacqueline
GDÄO/BDE/NIK Köpenick
LE/NO/FWO Lenovo
NEU+D/RA/LI/DJÄ+D Neutralität
SW~I/GEÜ/S~ON Schwiegersohn
SDO/NES Stones
GDO/BDIn kopieren
SHMU/RÜK/F~Ün zurückführen
AN/NE/MA/R~I Annemarie
AUS/BIL/DU+NS/BDLÄ+D/SHME Ausbildungsplätze
FR~Ü/SDAÜ+D Frühstart
JAÜ/RES/SHMEI/DJN Jahreszeiten
LI/FRE+N/BDÄS/Ss Lieferengpässe
MNʃn/REKʃs/~O/GA/NI/SA/DJON Menschenrechtsorganisation
NASn nassen
BEÜ/FLU/DJED überflutet
BE/SIKʃ/DJI/GU+N Besichtigung
DAÜ/GDAÜ Dakar
EU/RO/BDA/GDMU+P Europacup
RE/FE/RE+ND Referent
FWI/DEO/BF~I/LE Videospiele
AN/GE/BO/DJNE angebotene
N/GES enges
GD~Ü/SHMEn kürzeren
LEIS/DJE leiste
RA/DJE rate
SJUL/SHMND/RUM Schulzentrum
SDRAÜL/GDRAFD Strahlkraft
FEÜ/BFRE/SJU+Nn Versprechungen
AUF/SHMU/SDOKn aufzustocken
BI/LAN/SHM~I+D bilanziert
HEI/LI/GE heilige
NAKʃ/LASn nachlassen
AÜ/BEIs/UN/FAL Arbeitsunfall
BRUFs/FEÜ/GDEÜ Berufsverkehr
HUN/DE/BE/SI+D/SHMEÜ Hundebesitzer
MASn/BDRO/DJES/DJE Massenproteste
OF/FI/SHM~I Offizier
BDES/DJI/SHMI/DE Pestizide
RAD/BF~O+D Radsport
RIKʃ/DJEÜS Richters
SDAÜs/SDRAÜ/SE Staatsstraße
SDÜND/LIKʃ stündlich
DO/MI/SHMIL Domizil
FIK/DJON Fiktion
FWEÜ/SAM/LU+NS/FWEÜ/BO+D Versammlungsverbot
SHMU/SDÄN/DIK/GDEI/DJN Zuständigkeiten
A/GIn/DN agierenden
AN/GE/GDLAÜK/DJN angeklagten
WAKʃ/Ss wachse
AKSD Axt
BRIF/WAÜL/SDIMn Briefwahlstimmen
GE/SJ~I+ Geschirr
JU/GND/SHMND/RUM Jugendzentrum
Ss/RIn/MEIS/DJEÜ Serienmeister
SDOK/WEÜK Stockwerk
EIN/FLUSs/REI/SHJE einflussreiche
EIN/SHMU/BIN/DN einzubinden
AN/O/NÄI/MI/DJÄ+D Anonymität
NÜM/BH BH
BEI/BFILn Beispielen
NEID Neid
FOLKS/SJULn Volksschulen
FW~O/HEÜ/SEÜ/BAÜ vorhersehbar
WÜNʃ/DJN wünschten
ÄÜ+SD/LI/SJEÜ ärztlicher
D/R Dr
F~U/MA+N Fuhrmann
GAÜ/DRO/BE Garderobe
GN~UK/DJU/U+N Genugtuung
MAUL Maul
DJRU/BEL Trubel
WEK/RUF Weckruf
W~O+D/LAU+D Wortlaut
BLON/DE blonde
D~UKʃ/SUKʃn durchsuchen
GNÄO/DJIKD genötigt
AF/GHANn Afghanen
AN/HA+N Anhang
DRO/GRIn Drogerien
GLÜKS/BF~IL Glücksspiel
HUN/DE/HAL/DJEÜ Hundehalter
JIL Jill
GDA/BA/RE+D Kabarett
GD~U+S/AÜ/BEI/DJEÜ Kurzarbeiter
MÜL/DJONn Mülltonnen
AUS/GE/GLI/SJENn ausgeglichenen
BDN/DJÄUʃ/DJE enttäuschte
HEÜ/F~O/RUFn hervorrufen
~I/GND/JE/MAND irgendjemand
MID/Mʃn mitmischen
AP/SDE/SHJEÜ Abstecher
BFUn/SU/SJE Spurensuche
AP/BFILD abspielt
BI/LAN/SHM~I/DJE bilanzierte
DE/SI/GN~I/DJN designierten
GNE/DJʃn genetischen
HEÜ/BE herbe
EÜ/MID/LU+NS/BHÄO/DN Ermittlungsbehörden
LAN/DES/DJEILn Landesteilen
REIKs/DJAÜKS/GE/BÄU/DE Reichstagsgebäude
FWEKʃ/DJA Vechta
AUF/DJAUKʃ/DJE auftauchte
EÜ/SL~I+SD erschließt
MO/DRIn moderieren
BFAÜ/SAM sparsam
BDN/WIK/LEÜ/SDU/DJO Entwicklerstudio
HOKʃ/REKʃ/NU+Nn Hochrechnungen
LAND/RAs/AMs Landratsamts
OS/WALD Oswald
SH~I+D Shirt
BFID/+Sn/GDAN/DI/DA/DJN Spitzenkandidaten
AP/GFA+Nn abgefangen
GDON/JU+N/DJU/REL/LE konjunkturelle
RI/GO/ROS rigoros
SMAL schmal
SELPSD/GDRI/DJIʃ selbstkritisch
WAÜ/MES warmes
W~OL/F~ÜLn wohlfühlen
BEK/UM Beckum
GE/SAMD/FO/LUMn Gesamtvolumen
NÄÜ/SDOF/FE Nährstoffe
OS/RAM Osram
SJUL/DJRÄ/GEÜ Schulträger
FEÜ/FEÜ/LU+Nn Verfehlungen
AP/FE/DEÜN abfedern
FUN/D~I/DJE fundierte
GDLUP/OP/MA+N Klubobmann
SDA/LIN Stalin
FRISD frisst
INn/BDO/LI/DJI/SJE innenpolitische
IN/DJEÜ/NA/DJO/NA/LEM internationalem
BÄLn Bällen
GDMO/O/GD~IS Cookies
NÜM/E+K EC
SDAM/GÄS/DJE Stammgäste
SDEÜP/LIKʃ/GDEIs/RA/DJE Sterblichkeitsrate
EÜ/DJRUN/Kn ertrunken
RAUʃD rauscht
DJ~I/FES tiefes
BEÜ/SIKʃD/LIKʃ übersichtlich
SHJAM/BDAÜK/NEÜ Champagner
SHJAM/BDI/ONS/HAI+P Championship
BDN/HAL/DJU+N Enthaltung
FOn Foren
FEÜ/SDEI/GRU+N Versteigerung
NÜM/W+D/O WTO
BE/SDÄN/DIK beständig
SA+Nn sangen
ÄOF/FE+ND/LI/SHJEM öffentlichem
AND/HOLS Antholz
HOF/REI/DJEÜ Hofreiter
SJÄO+P/FEÜ Schöpfer
Ss/JNO/RINn Seniorinnen
BFUn/SI/SJE/RU+N Spurensicherung
FW~O/JAÜ/RES/GDWAÜ/DJAL Vorjahresquartal
LE/BNS/LAN/GEÜ lebenslanger
AUS/GA+NS/BDO/SI/DJON Ausgangsposition
IN/DJEÜ/NE+D/FWEÜ/BIN/DU+N Internetverbindung
AL/GDO/HO/LI/S~I/DJE alkoholisierte
GE/BRAUKʃ/DJE gebrauchte
GDON/+Sn/DJRI/RE konzentriere
NEÜn neueren
O/BDE/RA/DJF operativ
UN/SI/SHJE/RE unsichere
FWA/RI/~I+D variiert
BEÜ/GE/GA+Nn übergegangen
BDN/DE/GDU+Nn Entdeckungen
EU/RO/WI+NS Eurowings
FRA/GE/SDEL/LU+Nn Fragestellungen
GDEÜ/NE Kerne
NÜM/BDS/A PSA
FJ/SJO/DJE/RA/BDEU/DJN Physiotherapeuten
SID/SHMU+NS/SAÜL Sitzungssaal
F~O/GÄ+Nn Vorgängen
AP/SHMU/NEÜMn abzunehmen
AUF/GEÜ+D aufgeht
HEK/DJIʃ hektisch
JU/BEL/DJE jubelte
MO/DR~I/DJE moderierte
BDO/LA/RI/S~I+D polarisiert
BDRO/GNOS/DJI/SHM~I/DJN prognostizierten
DJRIPn trieben
FNE+S/DJN vernetzten
GRÄs Geräts
GE/SJÄFs/BRIKʃD Geschäftsbericht
~O/LE/ANS Orleans
BDAN/O/RA/MA Panorama
BDAÜ/GDAUS Parcours
HOKʃ/GDA/RÄ/DJI/GE hochkarätige
RÜS/DJE+D rüstet
UN/HALD/BAÜ unhaltbar
WEI/DJEÜ/SHMU/MAKʃn weiterzumachen
E/LEK/DJRO/MO/DJ~O Elektromotor
FRID/RIKS/HAFn Friedrichshafen
F~U+S/GÄN/GEÜN Fußgängern
F~U+S/GÄN/GEÜ/SHMONn Fußgängerzonen
GDUL/DJUS/MNIS/DJEÜ/GDON/FE/RE+NS Kultusministerkonferenz
SDEÜ/BFÄL/LE Sterbefälle
AN/GMAÜND angemahnt
FOL/GND folgend
MA/GIʃn magischen
SHMU/GE/BFI+SD zugespitzt
A/SUS Asus
EL/DJEÜN/SHMEI+D Elternzeit
FALʃ/MEL/DU+Nn Falschmeldungen
GDRISn/SDJÄPS Krisenstabs
NA/SHMI Nazi
BDUK Puck
FW~O/AN/MEL/DU+N Voranmeldung
HOF/DJN hofften
LEIKʃ/DJEM leichtem
BDES/SI/MIS/DJIʃ pessimistisch
FW~I/DJU/EL/LES virtuelles
SHMU/REKʃD/GDOMn zurechtkommen
BEÜ/F~O/DEÜN überfordern
BRU/DJA/LI/DJÄ+D Brutalität
GDE+N/FEI/EÜ Gedenkfeier
BDREIS/AN/SDIK Preisanstieg
WALS Walz
BDJNN/WEI+Sn Weizen
EÜ/SDREKn erstrecken
GDLEPn kleben
LE/BNS/GFÄÜ/LIKʃn lebensgefährlichen
FEÜ/SHMIKʃ/DJE/DJN verzichteten
AUF/LIS/DJU+N Auflistung
MNIS/DJRI/UMS/BFRE/SJEÜ Ministeriumssprecher
BF~OD/MNIS/DJEÜ Sportminister
DJESD/FAÜ/DJN Testfahrten
DJESD/SDA/DJON Teststation
UN/DJEÜ/NEÜ/MNS/BRA/DJU+N Unternehmensberatung
SHMI/FWIL/SJU+S Zivilschutz
D~ÜFD dürft
JAM/MEÜN jammern
BFN/DE/DJE spendete
SHMU/SAMn/BRI+Nn zusammenbringen
SWEI/FELS/~O/NE zweifelsohne
A/DJEM/MAS/Kn Atemmasken
GIN Gin
HEI+S/ÄOL Heizöl
MIS/DJEÜ Mister
MO/SEL Mosel
~O/HÄO/REÜ Ohrhörer
BDRE+NS/LAU Prenzlau
SAL/FWA/D~O Salvador
SDEU/EÜ/GEL/DEÜ Steuergelder
FWEÜ/FEKʃ/DJEÜ Verfechter
WAÜL/BDE/RI/O/DE Wahlperiode
EÜ/WÄÜKn erwägen
FI+/DJE filmte
ÄO/GDO/LO/GI/SJEÜ ökologischer
A/DJEM/SHM~UK Atemzug
AU/DJO/BI/O/GRA/F~I Autobiografie
BLAU/BDAUSs Blaupause
BDA+/SAN/DJIN Passantin
GDJ~I/BFRIN/GEÜ Skispringer
BFAÜ/MAÜ+S/NAÜMn Sparmaßnahmen
DE/FI/N~I/DJE definierte
SNAPn schnappen
FWE/GAN vegan
FWEÜ/BA/LE verbale
AN/DAKʃD Andacht
EM/MÄI Emmy
UM/AÜ/MU+N Umarmung
UN/DJEÜ/NEÜ/MNS/BFRE/SJEÜ Unternehmenssprecher
WI/DRAN/BFIF Wiederanpfiff
AN/BRAUMD anberaumt
EÜ/FIN/DRIʃ erfinderisch
SWAN/Kn schwanken
W~ID/SJAFD/LI/SJES wirtschaftliches
SHMU/SAMn/FASn zusammenfassen
A/SI/NS Asiens
BDJNN/BALKn Balken
E/MI/JLA Emilia
MEIS/DJEÜ/WEÜK Meisterwerk
ROSD Rost
BDJRA/DJN betraten
GE/BDLAN/DJEÜ geplanter
LÄU/DJN läuten
MÄKʃ/DJIKS/DJN mächtigsten
BWÄÜ/RU+NS/BDRO/BE Bewährungsprobe
RAÜ/BEI/DJU+N Erarbeitung
LE/BNS/LAUF Lebenslauf
BDJNN/MA/JA Maja
ME+D/MA+N Mettmann
SONn/LIKʃD Sonnenlicht
SDAD/MAÜ/GDE/DJI+N Stadtmarketing
SDROM/NE+S Stromnetz
W~Ü/DI/GU+N Würdigung
BE/SJÄ/MND beschämend
GE/SHM~IL/DJEÜ gezielter
HEÜ/F~O/GE/BRAKʃD hervorgebracht
GDON/+Sn/DJR~I/DJN konzentrierten
GDOS/DJN/FREI kostenfreie
FEÜ/BFEÜ+D versperrt
AK/DJI/EN/GE/SEL/SJAFD Aktiengesellschaft
BFRI+D Sprit
FÄOL/GDEÜ/REKʃD Völkerrecht
EU/RO/BDA/WEI/DJN europaweiten
GELD/BDO/LI/DJʃn geldpolitischen
GDON/SDA/DJ~I+D konstatiert
NAKʃ/SHMI/HN nachziehen
BF~Ü/BAn spürbaren
DJÄI/BDI/SJEÜ typischer
UN/BEÜ/SIKʃD/LIKʃ unübersichtlich
BRI+N/MA+N Brinkmann
FI/NA+NS/BFRI+D/SHME Finanzspritze
FRON/DJEKS Frontex
BLAU/EÜ blauer
W~IK/SA/MEÜ wirksamer
SHMU/RÜK/GE/SDELD zurückgestellt
SWEI/SDEL/LI/GE zweistellige
SHMÄ/HN zähen
AN/DI Andi
AÜ/BEI/DJEÜ/W~OL/FAÜ+D Arbeiterwohlfahrt
GDONSD/RUKD Konstrukt
GDREU+S/FAÜ+D Kreuzfahrt
REÜKn/FÄLn Regenfällen
SEÜL/S~O/GEÜ Seelsorger
BLA/DN beladen
E/BHJI/SJE ethische
GWEIND geweint
GDON/SDI/DJU/In/DN konstituierenden
LE/BNS/GFÄÜ/LI/SJE lebensgefährliche
BDLAÜKn plagen
SAKʃ/LI/SHJE sachliche
SO/SHMAL/DMO/GDRA/DJI/SJE sozialdemokratische
BRIʃD Bridge
BÄÜ/BEL Bärbel
DE/GDA/DE Dekade
I/RAÜ/GDEÜ Iraker
NP/+K NBC
WAS/SEÜ/WEÜ/FEÜ Wasserwerfer
BE/SIKʃ/DJIKD besichtigt
EIN/GE/SLEPD eingeschleppt
EIN/SJÜKʃ/DJEÜN einschüchtern
EÜS/DJEM erstem
REKʃs/EKS/DJRE/MEÜ rechtsextremer
A/SJL/WEÜ/BEÜ Asylwerber
BON Bon
GDMRU+S Cruz
IS/LA/MIS/MUS Islamismus
GD~O/BAKʃ Korbach
MAN/GDO Manko
BDRAN/GEÜ Pranger
RA/MON Ramon
BDJNN/RAs Rats
EIN/GE/SRÄ+N/DJEÜ eingeschränkter
GDJRÄUMD geträumt
BEÜ/BDRÜ/FU+Nn Überprüfungen
AUS/MAÜ/SES Ausmaßes
BAK/OFn Backofen
BNAKʃ/DJEI/LI/GU+N Benachteiligung
B~UKn/LÄN/DEÜ Burgenländer
LEOPn Leoben
MI+D/DJEL/LI/N~I Mittellinie
NAKʃ/BES/Ss/RU+Nn Nachbesserungen
O/BEÜ/LI/GIS/DJN Oberligisten
SJAU/BF~IL/HAUS Schauspielhaus
EIN/SHMIK/AÜ/DJI/GES einzigartiges
FEÜ/LEÜ/FREI fehlerfrei
BDRÄFn/DJF präventiv
SDAN/DAÜD/MÄÜ/SIK standardmäßig
GRE+NS/BEÜ/GÄN/GE Grenzübergänge
HAʃ/DJAÜK Hashtag
GDLOS/DJEÜ/NEU/B~UK Klosterneuburg
MÜNʃ Münch
AL/LEIN/EÜ/SHMI/HN/DE alleinerziehende
AUS/GRAU+PD ausgeraubt
GDOM/BDAK/DJE kompakte
SWA+ND schwankt
BUN/DES/MNIS/DJRIN Bundesministerin
DA/DJN/FO/LUMn Datenvolumen
GLAS/FA/SEÜ Glasfaser
IN/FEK/DJONS/SJU+S/GE/SED/SHMES Infektionsschutzgesetzes
RU/DOLPF Rudolph
BE/SWA+N bezwang
EIN/SHMAÜLn einzahlen
GFÄÜ/DE gefährde
BDA+Sn/DES passendes
F~O/BEUKn vorbeugen
ÄOF ÖV
GÄO/LI+S Görlitz
GDRISn/MA/NA/GEÜ Krisenmanager
MAÜKn/DJA Magenta
SAI/SON/DJ~O Saisontor
DJRA/DE Trade
SIN/Kn/DEÜ sinkender
BEÜ/SDEÜP/LIKʃ/GDEID Übersterblichkeit
AL/DJEÜS/HEIM Altersheim
BRÜ/SHJE Brüche
FRAN/SJISs Franchise
BDJNN/HAI Hai
NEU/BAUS Neubaus
RE/GU/LA/RIn Regularien
GE/GDEÜ+D gekehrt
SMA/LEÜ schmaler
SWÄ/BIʃn schwäbischen
FW~O/GI+PD vorgibt
BUN/DES/HAUS/HALD Bundeshaushalt
GEÜ/MA/JNA Germania
GR~O+S/FA/MLI Großfamilie
IN/SDAL/LA/DJONn Installationen
BDAÜ/DJEI/FREUN/DE Parteifreunde
BDO/DOL/GDJ~I Podolski
DJAD/SHMEID/BDU+ND Tatzeitpunkt
BHJI/EÜ/RÄI Thierry
AF/GHA/NI/SJE afghanische
BDN/BFROKʃn entsprochen
GLÄ+NS/DJE glänzte
LUFD/FEUKʃ/DJIK/GDEID Luftfeuchtigkeit
UN/H+K/R UNHCR
WI/GDI/BDE/DJA Wikipedia
WOLFs/B~UKS Wolfsburgs
FIN/DESD findest
I/DEO/LO/GIʃ ideologisch
GDA/BDI/DJA/LIS/DJʃn kapitalistischen
SIK/LOS sieglos
UN/GLÜK/LIKʃn unglücklichen
UN/DJÄ/DJIK untätig
FEIN/DJN vereinten
WI/DRSs/HN wiedersehen
BI/LA+NS/GDJAN/DAL Bilanzskandal
E/LAN Elan
GNE/RAL/BUN/DES/AN/WALD Generalbundesanwalt
HAND/AÜ/BEI+D Handarbeit
HEÜ+Kʃn Herrchen
GDOM/MU/NIS/MUS Kommunismus
MA+D/RIKS Matrix
NOD/SI/DJU/A/DJON Notsituation
BDO/DUMS/DIS/GDUS/SI/ON Podiumsdiskussion
RE/GIS/SÄOS Regisseurs
SO/SHMAL/SDAÜD Sozialstaat
AUS/GFL~OKn ausgeflogen
IN/SDAL/L~I/DJN installierten
GDON/DJNU/~I/LI/SJE kontinuierliche
NAKʃ/GE/BES/SEÜ+D nachgebessert
RU/FE rufe
UN/DJEÜ/G~OD/NE/DJE untergeordnete
SHMU/GE/SJIKD zugeschickt
BEÜ/BDRÜF/DJN überprüften
AÜ/BEIs/LEPn Arbeitsleben
LAN/DES/GD~I/SHJE Landeskirche
N~OD/GDU/R~I Nordkurier
BDA+/SI/ON Passion
GDJA/LA Skala
SÜD/DEUʃD/LAND Süddeutschland
AUS/HELFn aushelfen
BF~O/SDE/HN bevorstehen
BLI+S/SNEL blitzschnell
HEI/DJEÜ heiter
SAU/BREÜ sauberer
BFEISs/GDAÜ/DJE Speisekarte
SDA/DJUn Statuen
AN/FALn/DN anfallenden
FEÜ/DJRAÜ vertraue
SHMU/GHÄO/RIKn zugehörigen
AK/DJO/NIS/MUS Aktionismus
AÜ/BEIs/LOSn/HAIL/FE Arbeitslosenhilfe
B~Ü/GEÜ/BÜ/RO Bürgerbüro
HÄN/GE/BDAÜ/DJ~I Hängepartie
RES/DJAU/R~I/RU+N Restaurierung
BDJRÄKʃD/LI/SJE beträchtliche
FAS/SHMI/N~I/REND faszinierend
FI+Nn fingen
I/RO/NIʃ ironisch
SJIMPF/DJE schimpfte
UN/GNAU ungenau
DINSD/WAÜKn Dienstwagen
D~UKʃ/FAL Durchfall
JU/GND/HAIL/FE Jugendhilfe
SDAÜ+D/NUM/MEÜ Startnummer
UN/DJEÜ/FRAN/Kn Unterfranken
SIMP/Ln simplen
FWEÜ/AL/DJE+D veraltet
FEÜ/GDAUFs/OF/FENn verkaufsoffenen
WED/BWEÜPS/FÄ/HIK wettbewerbsfähig
BRUSD/GDREPS Brustkrebs
NA/BHJAN Nathan
RI/SI/GDO/FAK/DJOn Risikofaktoren
FEÜ/GDEÜS/SHMEIKʃn Verkehrszeichen
WALD/GE/B~I+D Waldgebiet
DMN/DJ~I/DJE dementierte
FI/NAL final
SA+N/DJO/N~ID sanktioniert
BA/BJLON Babylon
BDOS/DJI+NS Postings
SDEU/RSn/GDU+N Steuersenkung
FWI/SUM Visum
F~O/SDANs/F~O/SID/+Sn/DN Vorstandsvorsitzenden
AP/L~I/FEÜN abliefern
AN/SDRE+PD anstrebt
BHAN/DELN/DN behandelnden
GÄOF/NE/DJE geöffnete
UN/FÄ/HIK/GDEI+D Unfähigkeit
FWAND/SJAFD Verwandtschaft
AUS/SHMU/HAL/DJN auszuhalten
DO+P/BDEL/DJEÜ doppelter
RAÜ/BEI/DJE/DJN erarbeiteten
LE/EÜ/SDE/HN/DN leerstehenden
F~O/GHAL/DJN vorgehalten
BAU/BDRO/JEK/DJE Bauprojekte
DINSD/REISn Dienstreisen
BDN/SHMÜN/DU+Nn Entzündungen
GMUN/DN Gmunden
BFI/RI+D Spirit
SDAD/MID/DJE Stadtmitte
UN/DJÄ/DJIK/GDEI+D Untätigkeit
BREKʃ/DJIK/DJN berechtigten
EÜ/RU+Nn errungen
SDJÄI/SHJI/SJEÜ psychischer
FEÜ/BIND/LIKʃn verbindlichen
GDUN/SHME Kunze
LO/GDMA/SJEN Location
MAL/DJE/SEÜ Malteser
BDI/RA/DJN Piraten
BDO/LI/DJO/LO/GE Politologe
ROL/LA/DJ~O Rollator
U/NI/ONS/FRAK/DJONS/SJEF Unionsfraktionschef
FWIL/LA/SHJEÜ Villacher
GWALD/SA/ME gewaltsame
GRAU/SAM grausam
I/GNO/R~I/DJE ignorierte
APn/SHMEL Appenzell
DES/IN/F~O/MA/DJON Desinformation
FA/MLIn/LEPn Familienleben
HOL/LÄN/DEÜ Holländer
MAN/GOLD Mangold
RÜK/FL~UK Rückflug
SHME/NE/R~I Szenerie
WAÜL/AUS/GA+N Wahlausgang
BEI/GLEÜKD beigelegt
FLO/HN flohen
GNAÜn genaueren
HAÜ/MO/NIʃ harmonisch
LEÜ/NE lerne
NED/DJN netten
BIL/DES Bildes
BUN/DES/AN/WALD Bundesanwalt
DAU/RAUS/SDEL/LU+N Dauerausstellung
GHA/NA Ghana
MO/BI/LI/S~I/RU+N Mobilisierung
~Os/EIN/GA+N Ortseingang
BDRI/FAD/W~ID/SJAFD Privatwirtschaft
UN/GLEIKʃ/BHAND/LU+N Ungleichbehandlung
AUS/SHMU/LÄOSn auszulösen
DJA+D/GDRÄF/DJIK tatkräftig
BAU/SDAÜ+D Baustart
BAN/DJRA/GU+N Beantragung
H~I/DJE Hirte
LEK/DJON Lektion
Ss/JNOn/+Sn/DJRUM Seniorenzentrum
SIK/B~UK Siegburg
FWEÜ/GLEIKs/SHMEI+D/RAUM Vergleichszeitraum
AP/FIN/DN abfinden
BUN/RU/HAI/GND beunruhigend
G~I+Sn gießen
LÄ/SHJELN lächeln
F~OSs/HN vorsehen
B~I/MI+N/HAM Birmingham
GÄO+D/DJIN/GEÜ Göttinger
GDÄÜN/DJNS Kärntens
LEO/NAÜD Leonard
NA/DJO/NAL/GAÜ/DE Nationalgarde
RU/IN Ruin
SAI/SONn/Nn Saisonrennen
BHAUP/DJE/DJN behaupteten
Pn/DELD pendelt
SIN/FOLn sinnvollen
SDUF/DJE stufte
GLEIKʃ/HEI+D Gleichheit
IN/FWA/SI/ON Invasion
GDOMPn/SA/DJON Kompensation
NAKʃD/LEPn Nachtleben
FMÄKʃD/NIS Vermächtnis
WAÜL/NAKʃD Wahlnacht
SHMEL/LEÜ Zeller
AN/SL~I+Sn/DEÜ anschließender
BE/GAPn begaben
FEI/NEÜ feiner
FR~Ü/SHMEI/DJI/GE frühzeitige
GLA/DNn geladenen
RE/DU/SHM~I/DJEÜ reduzierter
AU+Sn/Gn/+Sn Außengrenzen
EIN/SA+S/BREID/SJAFD Einsatzbereitschaft
N/GI/NEs/RI+N Engineering
N~ILS Niels
O/SAÜ/GDA Osaka
WEI/NAKʃs/FEI/EÜ Weihnachtsfeier
AN/GE/SJOSn angeschossen
NEU/DJRA/LE neutrale
SREI/DJN schreiten
AÜ/BEID/NEÜ/MRINn Arbeitnehmerinnen
EIN/FA/MLIn/HAU/SES Einfamilienhauses
FL~UK/SHMEUKS Flugzeugs
UM/BAU/AÜ/BEI/DJN Umbauarbeiten
BMÄN/GELN bemängeln
DAÜ/SDEL/LE darstelle
GN/DED geendet
SÜD/LI/SHJE südliche
UN/UM/SDRID/DJN unumstritten
FW~U/SHMELD verwurzelt
WEÜK/GFALn weggefallen
Ü/BEL/GDEI+D Übelkeit
GNI Genie
GDON/SHMEP/DJON Konzeption
GDRIM Krim
RÜK/HOL/AK/DJON Rückholaktion
SNA/BEL Schnabel
FWEÜ/GDEÜS/FWEÜ/BUND Verkehrsverbund
EÜ/W~O/BNn erworbenen
GWN/DED gewendet
FEÜ/SWEI/FEL/DJN verzweifelten
SHJRO/NIK Chronik
FRUSD/RA/DJON Frustration
NEF/GDMA/SDLE Newcastle
DJA+D/WAF/FE Tatwaffe
HÄOKSD/BDEÜ/SÄON/LIKʃ höchstpersönlich
SDRIK/DJEÜ strikter
BREID/SJAFs/BDO/LI/SHMEI Bereitschaftspolizei
FRAK/DJONS/SJE/FIN Fraktionschefin
BDRO/DJO/GDOL/LE Protokolle
FE/NE/SHMÜ/LAS Venezuelas
FOL/SHMEID/SDELn Vollzeitstellen
F~O/DJEILn Vorteilen
AP/BREMSn abbremsen
AN/GMEL/DE/DJE angemeldete
AUS/GE/SDA+D/DJE/DJE ausgestattete
BE/SJEI/DNn bescheidenen
BDN/HAL/DJE enthalte
GW~ON/DJEÜ gewohnter
GDRE/A/DJI/FWEÜ kreativer
LU/GDRA/DJI/FWE lukrative
BE/SDA+D/DJEÜ Bestatter
BIS/DJRO Bistro
GRÜN/DRIN Gründerin
RE/BD~O/DJRIN Reporterin
FW~O/BDLA+S Vorplatz
DUM/ME dumme
GLEIKʃ/NA/MI/GE gleichnamige
GRAU/SAMn grausamen
SWIN/DE+D schwindet
EIK/NU+N Eignung
EISn/BAÜN Eisenbahn
GE/BO/DJE Gebote
HAND/GLE+N Handgelenk
BFLE/GE/BREIKʃ Pflegebereich
AUS/SJÄOPFn ausschöpfen
GWALD/DJÄ/DJIK gewalttätig
MU/DJ~I+D mutiert
OP/DJO/NAL optional
FWEÜ/FR~Ü+D verfrüht
WAN/DELN wandeln
GMEIN/SAM/GDEID Gemeinsamkeit
GDÄU/FEÜN Käufern
BHO/DJO/FWOL/DJAIK Photovoltaik
RA+P/BDE/RIN Rapperin
SDR~O Stroh
AUS/GE/BRAND ausgebrannt
GLEI/SHJEM gleichem
HEÜ/FW~O/GI+N hervorging
HAIN/GHN hingehen
BFEIFD pfeift
BDJRI/BES Betriebes
EÜ/WÄÜ/NU+N Erwähnung
HEÜ/NAN/DE+S Hernandez
GDU+/BA/SHJEÜ Kulmbacher
GDUNSD/HAUS Kunsthaus
SEI/DJN/HIP Seitenhieb
BFIL/MNU/DJE Spielminute
DJEM/BDEL Tempel
BREI/NIK/DJN bereinigten
BWUN/DEÜD bewundert
EÜ/FÜL/LE erfülle
SDAD/FAN/DN stattfanden
BDJNN/GE/BFAN Gespann
LO/GDO/MO/DJI/FWE Lokomotive
ME/DN/GDON/SHMEÜN Medienkonzern
RO/DJA/DJON Rotation
NÜM/SED SED
SDAND/~Os Standorts
SDE/GDEÜ Stecker
FWÄOK/LA/BRUK Vöcklabruck
A+P/BDEL/L~I/RE appelliere
EMP/FI+N empfing
